OrderID,CustomerID,CustomerName,Gender,Age,City,Category,ProductName,Quantity,UnitPrice,ShippingCost,TotalAmount,ShippingMethod,Platform,OrderDate,DeliveryDate,DeliveryDays,OrderStatus,Rating,ReturnStatus
40531,CUST0039,  Customer_529  ,Female,66,Chennai,Automotive,Product_46,10,₹58599.01,468.86,₹586458.96,Overnight,App,44664,44675,11,Cancelled,5,Not Returned
40532,CUST2560,Customer_447,Male,55,Lucknow,Automotive,Product_24,5,₹28879.59,141.44,₹144539.39,Express,Mobile Web,30/08/2022,44813,10,Pending,4,Not Returned
40533,CUST0606,Customer_886,Female,,Surat,Furniture,Product_171,5,₹46401.38,65.41,₹153826.85,Express,App,44606,44611,5,Delivered,2,NOT RETURNED
40534,CUST0567,Customer_37,Male,21,  Lucknow  ,,Product_81,8,₹49977.06,392.43,₹400208.91,Overnight,Mobile Web,45571,45574,3,Cancelled,1,Not Returned
40535,CUST0852,  Customer_489  ,Female,35,Bangalore,Grocery,Product_43,6,,304.45,325997.65,Express,App,26-08-2023,45175,11,Returned,5,Returned
40536,CUST2097,Customer_528,Male,51,Mumbai,Beauty,Product_122,10,₹8088.97,304.35,81194.05,Standard,Website,44749,19-07-2022,12,Processing,411,Not Returned
40537,CUST0307,Customer_269,Male,23,Delhi,Health,,2,₹12905.07,85.58,₹25895.72,Standard,Mobile Web,13/12/2022,26-12-2022,13,Delivered,2,
40538,CUST1669,Customer_25,Female,60,Chennai, Books ,Product_98,3,₹63626.08,467.07,₹191345.31,Same Day,Mobile Web,44925,44933,8,Processing,2,Not Returned
40539,CUST0825,Customer_81,Female,49,Surat,Automotive,,2,20098.71,193.16,40390.58,Standard,Mobile Web,44673,44678,5,Delivered,4,Returned
40540,CUST2415,Customer_422,Male,9435,Hyderabad,Books,Product_96,1,₹9636.15,374.38,₹10010.53,Overnight,App,45241,15-11-2023,4,Returned,5,returned
40542,CUST1514,,Male,42,Chennai,,Product_51,2,₹49812.08,252.82,₹99876.98,Standard,Mobile Web,44921,44922,1,Processing,5,not returned
40543,CUST0208,Customer_339,Female,-57,,Clothing,Pr@duct_171,10,,59.12,₹448829.62,Same Day,Website,44758,29-07-2022,13, Cancelled ,3,
40544,CUST2966,Customer_385,Male,41,Surat,Automotive,Product_48,3,₹47526.05,345.64,₹142923.79,Standard,Website,45058,19/12/2023,14,Cancelled,4,Not Returned
40545,CUST3000,Customer_615,Male,20,Bangalore,Books,Product_133,6,₹45473.77,274.49,₹273117.11,Same Day,App,45269,73050,7,Pending,4,Not Returned
40546,CUST2912,Customer_3,Female,33,Jaipur,Furniture,Product_81,1,₹13388.37,369.84,₹13758.21,,Mobile Web,29/11/2023,45271,12,Processing,4,Not Returned
40547,CUST0471,Customer_724,Female,48,Delhi,Automotive,Product_139,2,52814.03,259.42,,Same Day,Website,45574,19-09-2024,9, Cancelled ,4,Not Returned
40548,CUST0223,Customer_215,Female,35,Delhi,Toys,Product_109,9,₹51608.61,254.35,₹464731.84,Same Day,Website,45176,20/07/2023,11,Pending,1,Not Returned
40549,CUST0565,Customer_348,Female,22,Delhi,Automotive,Product_95,10,₹25984.55,,259951.31,Overnight,Website,45173,22-04-2023,13,Delivered,1, Returned 
40550,CUST2810,Customer_421,Female,,Delhi,Clothing,Product_131,8,,382.73,₹105965.26,Standard,Website,13/08/2024,27/08/2024,14,Cancelled,3,Not Returned
40551,CUST0522,Customer_385,Male,67,Mumbai,Grocery,Pr#duct_167,4,46872.5,366.08,₹187856.08,Express,Mobile Web,45207,45150,2, Pending ,1,Not Returned
40552,CUST1229,Cu@tomer_761,Female,60,Lucknow,Health,Product_121,6,₹19993.04,320.77,₹122867.99,Standard,App,45227,45027,7,Processing,4,not returned
40553,CUST0253,Customer_570,Male,66,Mumbai,Health,Product_112,9,₹69301.67,151.65,₹623866.68,Express,,N/A,73050,5,Returned,5,Not Returned
40554,CUST1709,Customer_914,Male,28,Lucknow,Sports,Product_38,1,₹31192.20,185.33,₹177442.54,Overnight,App,44962,45204,8, Cancelled ,1,Returned
40556,CUST1479,Customer_638,Female,55,  Jaipur  ,Sports,Product_123,2,₹45069.51,274.22,₹90413.24,Same Day,Website,25/11/2023,27/11/2023,2,,,
40557,CUST2926,Customer_50,Male,33,Hyderabad,Books,Pr#duct_125,8,₹15849.14,281.83,₹127074.95, Same Day ,App,45332,20-02-2024,10,Processing,2,Not Returned
40558,CUST2365,Customer_835,Male,36,Mumbai,Health,Product_34,6,₹40200.37,323.33,₹241525.55,Overnight,Mobile Web,45488,TBD,15,Pending,1,Not Returned
40559,CUST1458,  Customer_365  ,Female,50,Chennai,,Product_28,6,₹51088.58,411.79,₹306943.27,Same Day,Website,20/04/2024,45414,12,Processing,1,Returned
40560,CUST2802,Customer_317,,22,Jaipur,Clothing,Product_140,6,₹71697.06,457.87,₹430640.23,Express,App,44883,,13,Cancelled,1,Not Returned
40562,CUST2102,Customer_91,Male,45,Bangalore,Electronics,Product_149,3,₹18177.94,234.6,₹54768.42,Standard,Mobile Web,29-01-2022,44806,11,Returned,5,Not Returned
40563,CUST1834,Customer_117,,65,Surat,Health,Product_29,10,₹63137.77,52.4,₹631430.10,Overnight,Website,25-04-2024,45409,2,Processing,4,Not Returned
40564,CUST0762,Customer_830,Female,28,Bangalore,Electronics,Product_1,5,₹8620.65,312.3,₹43415.55,Overnight,Mobile Web,45280,45290,10,Cancelled,5,Not Returned
40565,CUST0535,Customer_884,Female,60,Pune,Furniture,Product_115,5,₹185.91,479.66,₹1409.21,Same Day,,45341,45354,13,Cancelled,5,Not Returned
40566,CUST2028,Customer_398,Male,18,Hyderabad,Sports,Product_99,1,₹61609.65,165.38,₹61775.03,Same Day,Mobile Web,23/08/2023,28/08/2023,5,Delivered,1, Not Returned 
40567,CUST2453,Customer_474,Male,67,Lucknow,Books,Product_169,2,₹26266.81,290.84,₹52824.46,Same Day,App,44736,44745,9,Delivered,1,Not Returned
40568,CUST0807,Cu@tomer_837,Male,31,Mumbai,Toys,Product_90,10,₹59622.88,89.31,₹596318.11,Same Day,App,,,3,Pending,5,RETURNED
40569,CUST2086,Customer_225,Female,19,Hyderabad,Books,Product_89,8,₹67537.37,459.81,₹540758.77,Same Day,App,16-06-2023,45094,1,Pending,4,Not Returned
40570,CUST1424,Customer_791,Female,43,Hyderabad,Sports,,8,₹72749.26,115.78,₹195187.17, Same Day ,Mobile Web,44631,,10,Pending,2,Not Returned
40571,CUST2484,Customer_847,Female,21,Jaipur,,Product_192,7,₹50624.90,44.55,₹354418.85,Express,Website,N/A,45057,12,Processing,, Returned 
40572,CUST2469,Customer_444,Female,34,Kolkata,Grocery,Product_103,,₹22120.50,430.59,₹133153.59,Standard,Website,13-01-2023,44947,8,Cancelled,4,Returned
40573,CUST0884,Customer_303,Female,66,Bangalore,Health,Product_178,7,₹55391.90,315.48,₹388058.78,Overnight,Mobile Web,44803,44660,5,Processing,4,NOT RETURNED
40574,CUST0786,Customer_333,Male,62,Hyderabad,,Product_178,3,₹76777.90,101.01,₹230434.71,Overnight,Website,45575,19-10-2024,9,,1,Not Returned
40575,CUST1911,Customer_25,Female,61,Chennai,Grocery,Product_111,3,₹62542.73,135.95,₹187764.14,Express,Website,25/11/2024,45622,1,Processing,, Not Returned 
40577,CUST2219,Customer_373,Female,34,Surat,Clothing,,2,,88.13,₹19762.17,Same Day,Website,45093,29/06/2023,13,Delivered,1,Not Returned
40578,CUST1085,Customer_988,Female,39,Lucknow,Health,Product_138,3,₹55820.49,254.5,₹167715.97,Overnight,App,45210,,6,Processing,5,Returned
40579,CUST2912,Customer_224,Female,54,Mumbai,Books,Product_55,5,₹75265.80,276.89,₹376605.89,Overnight,App,45630,,2,Cancelled,3,Not Returned
40580,CUST2119,Customer_490,Male,61,Kolkata, Sports ,Product_103,5,₹59434.01,17.24,₹297187.29,Same Day,Website,45146,45156,10,Cancelled,5,Not Returned
40581,CUST2873,Customer_656,Female,46,Delhi,Health,Product_54,10,₹60124.85,370.91,₹601619.41,,Mobile Web,21/01/2023,44956,9,Processing,4,Not Returned
40582,CUST2390,Customer_151,Male,36,Lucknow,Toys,Product_200,3,,396.31,₹178199.95,Overnight,Mobile Web,19/02/2024,45356,15,Cancelled,1,
40583,CUST2084,Customer_112,Male,27,Lucknow,Grocery,Pr#duct_110,5,₹69238.01,124.32,₹346314.37,Overnight,Website,73050,45382,14,Delivered,2,returned
40584,CUST0525,Customer_651,Female,25,Kolkata,Furniture,Product_133,6,₹1709.81,459.17,₹166533.48,Standard,App,44868,19-03-2022,8,Delivered,4,Not Returned
40585,CUST2376,Customer_356,Female,64,Bangalore,Sports,Product_155,8,₹66389.59,363.83,₹531480.55,Overnight,Mobile Web,44817,44828,11,Processing,4,Returned
40589,CUST1762,Customer_480,Male,37,Jaipur,Clothing,Product_88,9,₹30235.13,111.72,₹272227.89,Overnight,App,22/05/2022,44716,13,Delivered,1,
40590,CUST1653,Customer_680,Male,34,Lucknow,Grocery,Product_146,8,₹11458.30,343.46,₹92009.86, Standard ,Website,45568,24/03/2024,14,Pending,5,Returned
40591,CUST2212,,Male,57,Hyderabad,Health,Product_107,7,₹25106.18,158.06,₹175901.32,Standard,Mobile Web,15/12/2024,20/12/2024,5,Processing,3,Not Returned
40592,CUST2534,Customer_281,Female,,Bangalore,Electronics,Product_175,4,₹43507.81,27.3,₹174058.54,Express,App,73050,22/02/2023,3,Processing,,Returned
40593,CUST0223,Customer_795,Male,49,Pune,Sports,Product_61,5,₹7258.85,294.74,₹36588.99,Same Day,Mobile Web,45572,45586,14,Delivered,4,Returned
40594,CUST2160,Customer_669,Male,37,Chennai,Sports,Product_13,4,₹62781.46,1.21,₹251127.05,Same Day,Mobile Web,45478,45485,7,Delivered,3,Not Returned
40595,CUST0663,Customer_806,Male,29,Kolkata,Health,Product_65,4,₹13547.76,370.95,₹54561.99,Express,Mobile Web,44815,44826,11,Returned,4,Returned
40596,CUST0994,Customer_940,Female,,Surat,Clothing,Product_22,1,₹58103.94,124.61,₹58228.55,Standard,App,44631,,6,Pending,3,not returned
40597,CUST1056,Customer_605,Female,41,Pune,Automotive,Product_161,4,₹64220.52,199.09,₹257081.17,Express,App,45462,45472,10,Processing,1,returned
40598,CUST1410,,Female,32,Lucknow,Toys,Product_56,1,₹16458.37,359.71,₹16818.08,Express,Mobile Web,18/07/2022,24-07-2022,6,Returned,5,Returned
40599,CUST0374,Customer_626,,68,Kolkata,Toys,Product_87,1,₹1565.67,269.18,₹1834.85,Overnight,App,45168,45116,8,Cancelled,2,not returned
40600,CUST2389,Customer_332,Female,25,Jaipur,Clothing,Product_89,2,₹36584.92,60.93,₹73230.77, Standard ,Mobile Web,44872,21/11/2022,14,Cancelled,2,Not Returned
40601,CUST1129,Customer_878,Male,67,Pune,Grocery,Product_90,,₹10107.80,221.56,₹30544.96,Express,App,44729,21/06/2022,4,Processing,3,Not Returned
40602,CUST1750,Customer_916,Male,32,Mumbai,Health,,4,₹55891.14,400.2,₹223964.76,Overnight,App,13/01/2024,45306,2,Returned,4,returned
40603,CUST0208,Customer_806,Male,42,Mumbai, Books ,Product_83,4,₹63702.40,46.67,,Express,App,20-07-2024,45500,7,Cancelled,4,Not Returned
40604,CUST0665,Cu@tomer_120,Male,68,Chennai,Automotive,Product_137,4,₹66091.47,137.59,₹264503.47,Express,App,44933,17/01/2023,10,Returned,1,Not Returned
40605,CUST0839,  Customer_885  ,Male,36,Chennai,Toys,Product_6,4,₹73624.62,135.43,₹294633.91,Standard,Website,45373,45416,14,Processing,1,not returned
40606,CUST2247,Customer_494,Female,33,Bangalore,Electronics,Product_62,9,₹70563.91,456.32,₹635531.51,Express,Mobile Web,45258,45259,1,Returned,4,Not Returned
40607,CUST2896,Customer_271,Female,39,Bangalore,Furniture,Product_146,5,79883.62,249.96,399668.06,Express,,15-07-2022,44767,10,Delivered,3,not returned
40608,CUST2769,Customer_649,Male,39,Lucknow,Sports,Product_94,4,₹62035.01,70.17,₹248210.21,Same Day,App,45422,45580,10,Processing,1,Not Returned
40609,CUST0976,Customer_9,Female,57,Kolkata,Toys,Product_55,3,₹36482.33,32.89,₹109479.88,Same Day,Website,45519,28/08/2024,13,Delivered,2,Returned
40610,CUST1930,  Customer_572  ,Male,54,Jaipur,Books,Product_176,5,₹59818.67,129.12,₹141923.67,Overnight,Mobile Web,45131,30-07-2023,6,Processing,1,Not Returned
40611,CUST2119,Customer_773,Male,62,Jaipur,Furniture,Product_50,,₹41539.31,-441.36,₹208137.91,Same Day,Mobile Web,45628,23-02-2024,11,Processing,4,Not Returned
40612,CUST1162,Customer_844,Male,30,Pune,Beauty,Product_34,5,₹71410.21,402.12,₹20972.47,Standard,,15-02-2022,21/02/2022,6,Pending,5,
40613,CUST0925,Customer_440,Female,50,  Bangalore  ,Books,Product_102,8,,106.66,₹84286.29,Express,Mobile Web,44967,25-02-2023,15,Delivered,4,Not Returned
40615,CUST1620,Customer_40,Female,30,Pune,Beauty,Product_37,8,₹46494.01,227.23,₹372179.31,Overnight,Website,29-04-2024,30-04-2024,1,Pending,,Not Returned
40616,CUST2153,Customer_71,Female,48,,Furniture,Product_55,3,61743.39,257.06,185487.23,Overnight,Website,45451,45454,3,Delivered,4,not returned
40617,CUST1135,Customer_337,Female,45,Kolkata,Toys,Product_35,2,₹53387.23,121.67,₹106896.13,Express,App,45071,45086,15,Returned,3,
40618,CUST2346,Customer_684,Male,70,Chennai,Electronics,Product_70,1,,480.51,₹48671.58,Standard,Mobile Web,44845,44881,6,Cancelled,4,Returned
40619,CUST0692,Customer_355,Female,53,Mumbai,Books,Pr#duct_123,10,₹36000.03,237.24,₹360237.54,,App,45612,45620,8,Cancelled,1,Returned
40621,CUST2365,Customer_652,Female,59,Mumbai,Books,Product_196,9,₹67770.61,149.54,₹610085.03,Standard,Website,44688,44694,6,Pending,5,Not Returned
40622,CUST2591,Customer_460,Female,37,Jaipur,Sports,Product_193,5,,377.92,₹246420.37,Standard,App,26-01-2024,45323,6,Processing,3,Not Returned
40623,CUST2690,,Female,33,Kolkata,Automotive,Product_140,3,₹69905.15,-26.06,₹209741.51,Express,,21-12-2023,,4,Cancelled,4,RETURNED
40624,CUST1664,Customer_584,Male,20,  Hyderabad  ,Beauty,Product_200,7,₹30628.05,81.14,₹214477.49,Same Day,App,24/01/2024,45445,13,Delivered,5,Not Returned
40625,CUST0023,Customer_810,Female,42,Lucknow,Books,Product_91,9,₹14290.57,6.13,₹128621.26,Express,Website,29-07-2024,45507,5,Processing,5,Not Returned
40627,CUST0090,Customer_439,Male,23,Hyderabad,Books,Product_125,1,₹31086.50,7655.76,,Same Day,Website,31-07-2024,45513,9,Delivered,2,NOT RETURNED
40628,CUST2983,Customer_396,Male,38,Delhi,Books,Product_188,5,₹8279.86,6.73,₹41406.03,Express,Mobile Web,26-03-2023,45018,7, Returned ,1,Not Returned
40629,CUST0993,Customer_993,Female,21,Mumbai,Automotive,Product_166,5,₹51562.05,,258038.63,Express,App,21-12-2023,45293,12,Cancelled,1,Returned
40630,CUST2790,Customer_143,,,Jaipur,Beauty,Product_146,6,₹30823.86,222.62,₹185165.78,Standard,App,23-02-2024,24-02-2024,1,Pending,5,returned
40631,CUST2932,Customer_763,Male,53,Lucknow,Toys,Product_118,9,₹50502.49,434.28,₹454956.69,Overnight,Website,44985,45049,5,Delivered,2,Not Returned
40632,CUST0547,  Customer_959  ,,67,Kolkata,Toys,,10,₹44669.87,39.72,₹446738.42,Standard,Website,28-10-2022,44866,4,,1,not returned
40633,CUST1493,Customer_926,Female,30,Jaipur,,Product_64,1,₹53855.76,297.62,₹54153.38,Same Day,App,26/06/2023,45105,2,Returned,5,Not Returned
40634,CUST1233,Customer_276,Female,41,Lucknow,Grocery,Product_156,1,₹22795.92,346.65,₹23142.57,Same Day,Website,44952,44953,1,Pending,4,Not Returned
40635,CUST1558,Customer_311,,66,,Grocery,Product_132,10,₹78592.00,142.16,₹786062.16, Standard ,Website,23-10-2023,45224,2,Returned,,
40636,CUST1576,Customer_622,Female,3822,Lucknow,Furniture,Product_5,10,₹41311.87,186.9,₹413305.60,Overnight,App,21/06/2023,22-06-2023,1,Returned,2,Not Returned
40637,CUST1127,Customer_686,Female,47,Surat,Health,Product_155,9,₹25297.87,62.75,₹227743.58,Overnight,,45206,45209,3,Returned,1,
40638,CUST1109,Customer_829,Female,21,Surat,Automotive,Product_81,5,₹47044.59,166.52,₹235389.47,Express,Website,27/03/2022,44869,15,Processing,4,Not Returned
40640,CUST0701,Customer_522,Female,51,Lucknow,Automotive,Product_81,10,38898.72,352.58,,,Website,45117,45118,1,Processing,1,Not Returned
40642,CUST2654,Customer_338,Female,39,Pune,,Product_47,6,₹52726.25,414.17,₹316771.67,Standard,App,19/04/2022,44676,6,Returned,5,NOT RETURNED
40643,CUST1215,Customer_865,Female,68,  Delhi  ,Toys,Product_66,8,₹2312.29,27.6,₹18525.92,Overnight,Mobile Web,44901,15/06/2022,3, Cancelled ,2,Not Returned
40644,CUST1374,Customer_51,Female,28,Delhi,Furniture,Product_23,1,₹41827.43,114.36,₹41941.79,Overnight,Website,15/09/2023,N/A,7,Cancelled,2,Not Returned
40645,CUST1302,Customer_5,Male,22,  Kolkata  ,Grocery,Product_170,1,78300.8,168.46,₹78469.26,Overnight,App,45222,44968,10,Pending,3,Not Returned
40647,CUST2187,Customer_698,Female,41,Bangalore,Automotive,Product_138,4,₹30250.62,149.54,₹121152.02,Same Day,Mobile Web,17/06/2023,21/06/2023,4,Processing,1,Not Returned
40648,CUST1744,Customer_103,Male,45,Lucknow,Automotive,Product_165,8,₹73195.95,24.72,,Same Day,Website,45486,21/07/2024,8,Pending,3,Not Returned
40649,CUST0080,Customer_744,Male,33,Chennai,Grocery,Product_195,1,₹14262.97,47.78,,Overnight,Mobile Web,45272,17/12/2023,5,Delivered,5,Not Returned
40650,CUST1042,Customer_22,Female,49,,Furniture,Product_184,8,₹57286.52,164.31,₹458456.47,Express,Website,45067,31/05/2023,10, Returned ,2,Returned
40651,CUST1263,Customer_855,Male,67,Pune,Furniture,Product_200,-3,₹51180.05,251.52,₹153791.67,Overnight,App,45281,45352,13,Delivered,1,not returned
40652,CUST2366,Customer_270,Female,44,Bangalore,Automotive,Product_37,2,₹32711.65,74.06,₹65497.36,Overnight,Mobile Web,45569,45579,10,Cancelled,5,NOT RETURNED
40653,CUST0867,,Male,24,Lucknow,Beauty,Product_150,10,₹35358.96,410.32,₹353999.92,Express,Website,19/01/2023,44928,13,,3,Returned
40654,CUST0493,Customer_293,Female,35,Mumbai,Health,Product_125,6,₹40580.85,247.08,₹243732.18,Express,Website,44880,25-11-2022,10,Returned,3,NOT RETURNED
40655,CUST1526,Customer_844,Male,40,Delhi,Grocery,Product_136,9,66320.23,178.39,₹597060.46,Overnight,Mobile Web,45335,24/02/2024,11,Pending,1,Not Returned
40656,CUST1445,Customer_830,Male,57,Bangalore,Grocery,Product_142,3,₹9777.32,370.77,,Standard,Website,24-12-2022,44928,9,Returned,5, Not Returned 
40657,CUST2426,Customer_745,Female,47,Jaipur,Furniture,Product_196,8,₹54867.13,118.89,₹439055.93,Express,Website,44591,44596,5,Processing,4,Not Returned
40659,CUST0798,Customer_863,Male,59,Kolkata,Sports,Product_11,250,₹62990.61,154.51,126135.73,Express,Mobile Web,45095,45104,9,Returned,5,Not Returned
40660,CUST2937,Customer_782,Female,20,Bangalore,Furniture,Product_78,3,,232.05,₹64684.20,Express,App,15/01/2022,18-01-2022,3,Processing,5,Not Returned
40661,CUST2519,Customer_766,Female,57,Lucknow,Automotive,Product_23,9,₹58203.25,217.03,₹524046.28,Standard,App,14-01-2023,73050,10,Pending,1,Returned
40662,CUST2651,Customer_227,Male,23,Surat,Toys,Product_111,4,₹19381.31,52.92,,Same Day,Website,45205,20-06-2023,10,Pending,2,Not Returned
40663,CUST1018,Customer_177,Male,44,Hyderabad,Automotive,,2,,91.06,₹46947.24,Overnight,App,31/12/2024,45748,4,Cancelled,2,Returned
40664,CUST2808,Customer_293,Male,53,Hyderabad,Health,Product_178,1288,₹54967.89,472.24,₹385247.47,Express,Mobile Web,45356,N/A,8,Pending,, Not Returned 
40665,CUST2922,Customer_577,Male,37,  Chennai  ,Sports,Product_3,8,₹55246.56,35.9,₹442008.38, Express ,App,44810,44843,4,Pending,4,Not Returned
40666,CUST1649,Customer_378,Male,24,Kolkata,Grocery,Product_191,5,₹32816.68,476.97,₹164560.37,Express,Website,44736,,8,Delivered,2,Not Returned
40667,CUST2674,Customer_224,Male,32,Bangalore,Electronics,Product_116,2,73312.43,411.68,₹147036.54,Overnight,Mobile Web,16-01-2022,18-01-2022,2,Processing,,Not Returned
40668,CUST1851,Customer_15,Male,53,  Bangalore  ,Automotive,Product_165,8,6536.23,116.89,₹52406.73,Express,Mobile Web,45609,,8,Delivered,2,Not Returned
40669,CUST0741,Customer_533,Male,41,Surat,Beauty,Product_133,9,₹77117.83,166.79,₹694227.26,Standard,App,44990,44993,3,,2, Not Returned 
40670,CUST2613,Customer_769,Female,69,Delhi,Electronics,Product_186,9,₹8965.00,473.91,₹81158.91,Express,Mobile Web,27-08-2023,45178,13,Delivered,3,Not Returned
40671,CUST1207,Customer_824,Male,32,Kolkata,Sports,,396,₹71123.72,142.67,₹213513.83,Express,Mobile Web,45386,45395,9,Processing,2,Returned
40672,CUST0870,Customer_176,Male,24,Jaipur,Sports,Pr#duct_145,2,11715.93,59.02,₹23490.88,Overnight,,45004,45016,12,Returned,4,Not Returned
40673,CUST0037,Customer_502,Female,30,Kolkata,Health,Product_124,9,,196.25,₹133446.38,Express,Mobile Web,17/08/2022,44794,4,Processing,1,Not Returned
40674,CUST0897,Customer_578,Female,38,Pune,Clothing,Product_161,6,11257.46,387.53,₹179235.61,Express,Website,44596,44668,15,Delivered,1,Returned
40675,CUST0183,Customer_583,Male,26,Chennai,Electronics,Product_140,6,₹16307.34,98.24,₹97942.28,Overnight,Website,20-02-2023,44929,9,Cancelled,4,Returned
40676,CUST0466,,Male,51,Jaipur,Clothing,Product_47,4,₹22901.91,318.8,₹91926.44,Standard,Mobile Web,N/A,44957,11,Returned,472,not returned
40677,CUST1490,Customer_681,Male,35,Bangalore,Furniture,Product_68,1,₹58589.97,57.34,₹58647.31,Express,Mobile Web,45510,45604,5,Pending,1, Not Returned 
40678,CUST0158,Customer_175,Male,46,Delhi,Electronics,Product_45,3,₹76997.24,376.76,₹231368.48,Express,,45509,18/08/2024,13,Pending,2,Not Returned
40679,CUST1454,Customer_470,Male,,Pune,Automotive,Product_163,4,₹7641.66,117.44,30684.08,Standard,Website,45086,45208,4,Cancelled,5,Not Returned
40680,CUST0558,Customer_989,Female,51,Mumbai, Furniture ,Product_10,10,37538.92,157.12,,Same Day,Mobile Web,44981,44983,2,Pending,4,Not Returned
40681,CUST1401,Customer_276,Female,54,  Delhi  ,Clothing,Product_130,4,₹61490.73,373.56,₹246336.48, Same Day ,,45020,45027,7,Returned,5,Returned
40683,CUST1350,Customer_742,Female,64,,Books,Product_136,3,₹22909.28,454.65,₹69182.49,Express,,44925,13/01/2023,14,Cancelled,5,Not Returned
40684,CUST0394,Customer_494,Female,18,Delhi,Electronics,Product_43,6,16036.58,-172.49,96391.97, Express ,Website,27-11-2024,,2,Processing,4,
40685,CUST2309,Customer_857,Female,33,Mumbai,Grocery,Product_41,10,₹16870.36,19.63,₹168723.23,Overnight,Website,45379,31-03-2024,3,Returned,3,Not Returned
40686,CUST2745,Customer_309,Female,31,Lucknow,Grocery,Product_35,9,₹74727.22,49.38,,Same Day,Mobile Web,13/10/2023,45218,6,Returned,5,Not Returned
40687,CUST2584,Customer_391,Male,26,  Kolkata  ,Clothing,Product_66,7,₹5786.25,250.1,₹40753.85,Standard,Mobile Web,20/03/2022,22/03/2022,2,Processing,1,Not Returned
40689,CUST0465,Customer_86,Male,48,Surat,Books,Product_178,1,₹42119.88,,₹70157.48,Standard,Website,13-03-2024,27-03-2024,14,Pending,4,Returned
40690,CUST1550,Customer_682,Male,25,Delhi,Furniture,Product_129,10,₹9099.45,,₹91480.21,Express,App,45001,17/03/2023,1,Pending,,Not Returned
40691,CUST0313,Customer_597,Male,64,Delhi,Furniture,Product_63,7,₹76765.22,299.69,₹537656.23,Standard,App,24/09/2022,44602,8,Pending,5,RETURNED
40692,CUST2814,Customer_99,Female,-59,Lucknow,,Product_21,7,,186.42,₹367150.85,,,45097,45104,7,Delivered,,Not Returned
40693,CUST1483,Customer_854,Female,39,Lucknow,Books,Product_5,10,₹56138.18,208.24,,Standard,App,45656,not-a-date,2,Pending,4,Not Returned
40695,CUST1502,Customer_644,Female,63,Mumbai,Beauty,Product_123,6,₹12562.32,8.2,₹75382.12,Express,App,45061,,9,Cancelled,169,Returned
40696,CUST1005,Customer_579,Male,33,Hyderabad,Beauty,Product_127,6,66144.05,285.44,₹397149.74,Express,App,44968,44974,6,Cancelled,4,not returned
40697,CUST2053,Customer_780,Male,69,Lucknow,Electronics,Product_185,6,₹13937.09,,₹83743.31,Overnight,Mobile Web,21-12-2022,,9,Pending,3,returned
40698,CUST0753,Customer_182,Male,39,Chennai,Books,Product_58,8,₹64852.81,199.76,₹519022.24,Express,App,45108,17-01-2023,10, Cancelled ,5,
40699,CUST2106,Customer_689,Male,47,Bangalore,Grocery,Product_178,2,₹31291.55,197.2,₹62780.30,Same Day,Mobile Web,44779,44788,9,Delivered,5,
40700,CUST0564,Customer_13,Female,48,Lucknow,Furniture,Product_125,4,₹20094.96,15.89,₹80395.73,Same Day,Website,21-04-2023,45052,15,Delivered,4, Not Returned 
40701,CUST2148,Customer_180,Female,52,Surat,Electronics,Product_180,10,₹9984.36,136.32,₹99979.92,Same Day,Website,45026,not-a-date,12,Processing,2,Not Returned
40702,CUST1365,Cu#tomer_92,Female,43,Kolkata,Toys,Product_99,1,₹64512.75,49.07,₹64561.82,Standard,Mobile Web,28-10-2023,45231,4,Pending,, Returned 
40703,CUST1810,  Customer_835  ,Female,28,Chennai,Automotive,Product_156,,₹64783.22,29.42,₹388728.74,,Website,20/08/2022,44799,6,Pending,1,Returned
40704,CUST1704,Customer_81,Male,31,Lucknow,Beauty,Product_65,-6,₹47400.95,270.61,₹284676.31,Same Day,,15/04/2024,45398,1,Pending,,Not Returned
40705,CUST1272,Customer_699,Male,46,Lucknow,Furniture,Product_179,2,₹39318.41,4.1,₹78640.92,Standard,,45361,20-03-2024,10,Delivered,2,Not Returned
40706,CUST0106,Customer_761,Female,61,Chennai,Beauty,Product_70,3,63958.05,361.46,192235.61,Same Day,Mobile Web,45517,24-08-2024,11,Pending,1,
40707,CUST1391,Customer_271,Female,55,  Delhi  ,Toys,Product_64,1,₹79162.74,482.53,₹79645.27,Same Day,Website,44683,44687,4,,,Not Returned
40709,CUST1635,Customer_374,Male,41,Pune,Grocery,Product_196,10,₹55056.87,89.79,₹550658.49,Overnight,App,44906,N/A,7,Returned,5,Not Returned
40710,CUST1358,Customer_279,Female,53,Lucknow,Books,Product_129,9,₹46306.45,,₹417028.12,Overnight,App,45600,17-04-2024,6,Delivered,2,Not Returned
40711,CUST0234,Customer_498,Male,41,Mumbai,Books,Product_167,2,₹75721.18,330.69,₹151773.05, Standard ,Mobile Web,44784,44883,10,Returned,4,Not Returned
40712,CUST2642,  Customer_924  ,Female,59,Pune,Clothing,Product_135,9,₹39429.74,148.11,₹355015.77,Same Day,App,30/12/2022,44928,3,Returned,2,Returned
40713,CUST0648,Customer_475,Female,25,Bangalore,Electronics,Product_53,5,₹289.65,394.66,,Express,Website,45239,15/09/2023,4,Processing,5,NOT RETURNED
40714,CUST2885,  Customer_647  ,Female,59,,Clothing,Product_130,8,52365.62,89.9,₹419014.86,Express,Mobile Web,45448,13-06-2024,8,Cancelled,5,Not Returned
