order_id,customer_id,product_category,product_name,quantity,unit_price,discount_pct,revenue,payment_method,order_date,delivery_date,return_status,city,state,pincode
ORD00842,CUST69580,Books,Think and Grow Rich,4,425,15,1445,Wallet,25-04-2023,2023-03-05,Returned,ahmedabad,Gujarat,241196
ORD00843,CUST81847,Sports,Nivia Basketball,4,11982,25,35946,Paytm,25/04/2023,27/04/2023,Not Returned,kolkata,West Bengal,404754
ORD00844,CUST13649,Grocery,Nestle Maggi 12 Pack,3,258,0,774,upi,2023-04-26,2023-05-08,Not Returned,Bombay,Maharashtra,527077
ORD00845,CUST68994,Electronics,OnePlus Nord CE 3,5,80675,15,342868.75,COD,2023-04-26,2023-05-09,Not Returned,lucknow,Uttar Pradesh,
ORD00846,CUST73758,Sports,Prokyde Skipping Rope,4,1825,30,5110,CREDIT CARD,26-04-2023,2023-09-05,Returned,ahmedabad,Gujarat,581162
ORD00847,CUST49637,Furniture,FurnitureKraft Dining Table,3,55480,30,116508,UPI,26/04/2023,2023-06-05,Not Returned,New Delhi,Delhi,424218
ORD00848,CUST37907,Sports,SG Cricket Gloves,1,7450,,5960,Net Banking,2023-04-26,2023-05-08,,lucknow,Uttar Pradesh,348663
ORD00849,CUST72290,Toys,Funskool Monopoly,5,3084,25,11565,Paytm,2023-04-26,2023-05-03,,Bombay,Maharashtra,652824
ORD00850,CUST33645,Electronics,Samsung Galaxy S23,2,51996,25,77994,CREDIT CARD,26-04-2023,2023-08-05,Not Returned,lucknow,Uttar Pradesh,129098
ORD00851,CUST68138,Fashion,Zara Blazer Black,3,1069,0,3207,COD,27/04/2023,2023-06-05,Returned,ahmedabad,Gujarat,756900
ORD00852,CUST28867,Toys,Milton Kids Lunch Box,3,7395,10,19966.5,CREDIT CARD,2023-04-27,2023-05-07,Refunded,Pune,Maharashtra,
ORD00853,CUST34100,Toys,Chhota Bheem Puzzle,5,2451,5,11642.25,Paytm,2023-04-27,2023-05-09,Not Returned,ahmedabad,Gujarat,791640
ORD00854,CUST97029,Grocery,Fortune Sunflower Oil 5L,4,1536,30,4300.8,UPI,27-04-2023,2023-09-05,Not Returned,ahmedabad,Gujarat,146228
ORD00855,CUST75280,Grocery,Nestle Maggi 12 Pack,4,269,10,968.4,Net Banking,2023-04-27,30/04/2023,Not Returned,Mumbai,Maharashtra,367436
ORD00856,CUST24027,Mobiles,Realme GT Neo 5,4,108787,25,326361,COD,2023-04-27,2023-04-30,Returned,Bangalore,Karnataka,319974
ORD00857,CUST11234,Mobiles,iQOO Neo 7,2,43502,,60902.8,Paytm,2023-04-27,2023-05-03,Not Returned,New Delhi,Delhi,546676
ORD00858,CUST71329,Beauty,Maybelline Fit Me Concealer,5,1390,15,5907.5,upi,28-04-2023,2023-04-05,Returned,Ahmedabad,Gujarat,668946
ORD00859,CUST73610,Home & Kitchen,Cello Water Bottle 1L,5,16569,30,57991.5,upi,28/04/2023,2023-11-05,Not Returned,KOLKATA,West Bengal,327649
ORD00860,CUST50394,Electronics,Samsung Galaxy S23,4,117175,20,374960,COD,2023-04-28,2023-05-09,Refunded,CHENNAI,Tamil Nadu,226584
ORD00861,CUST52954,Electronics,HP Pavilion Laptop 15,4,47460,25,142380,GPay,2023-04-28,2023-05-09,Not Returned,Bangalore,Karnataka,751670
ORD00862,CUST86061,Sports,Vector X Sports Shoes,1,8701,10,7830.9,CREDIT CARD,2023-04-28,2023-01-05,Not Returned,Delhi,Delhi,148021
ORD00863,CUST12291,Electronics,Samsung Galaxy S23,1,54757,25,41067.75,UPI,28/04/2023,2023-09-05,Not Returned,kolkata,West Bengal,352643
ORD00864,CUST35337,Electronics,boAt Rockerz 450 Headphones,3,86541,5,246641.85,COD,2023-04-28,2023-05-03,Not Returned,Kolkata,West Bengal,785986
ORD00865,CUST96158,Home & Kitchen,Hawkins Cooker 3L,3,15304,30,32138.4,COD,2023-04-28,2023-05-08,NOT RETURNED,Hyderabad,Telangana,459315
ORD00866,CUST56454,Furniture,Spacewood Bed Frame,5,16349,5,77657.75,Debit Card,29-04-2023,2023-04-05,Refunded,ahmedabad,Gujarat,711442
ORD00867,CUST46760,Mobiles,Redmi Note 12 Pro,5,106696,,426784,Debit Card,29/04/2023,2023-01-05,Returned,chennai,Tamil Nadu,
ORD00868,CUST96448,Mobiles,Google Pixel 7a,2,69920,0,139840,COD,2023-04-29,2023-05-05,Returned,Hyderabad,Telangana,156145
ORD00869,CUST62802,Fashion,Van Heusen Polo T-Shirt,2,11483,10,20669.4,upi,2023-04-29,2023-05-02,Not Returned,hyderabad,Telangana,570579
ORD00870,CUST87945,Electronics,HP Pavilion Laptop 15,1,11412,25,8559,COD,29-04-2023,2023-06-05,Not Returned,DELHI,Delhi,686947
ORD00871,CUST72233,Home & Kitchen,Asian Paints Royale,3,9612,10,25952.4,GPay,29/04/2023,2023-01-05,Not Returned,Mumbai,Maharashtra,524532
ORD00872,CUST45547,Mobiles,Nothing Phone 2,1,108770,5,103331.5,CREDIT CARD,2023-04-29,2023-05-07,Not Returned,Pune,Maharashtra,608723
ORD00873,CUST41869,Home & Kitchen,Bajaj Mixer Grinder 750W,1,16163,15,13738.55,CREDIT CARD,2023-04-30,2023-05-08,,pune,Maharashtra,188152
ORD00874,CUST90645,Books,Wings of Fire - APJ Kalam,3,1964,10,5302.8,GPay,30-04-2023,2023-05-05,Not Returned,Mumbai,Maharashtra,259932
ORD00875,CUST88573,Furniture,Kurlon Mattress Queen,2,76715,30,107401,COD,30/04/2023,2023-10-05,Not Returned,Chennai,Tamil Nadu,
ORD00876,CUST62767,Electronics,boAt Rockerz 450 Headphones,3,143907,5,410134.95,Net Banking,2023-04-30,2023-05-04,Not Returned,Lucknow,Uttar Pradesh,318804
ORD00877,CUST77532,Fashion,Van Heusen Polo T-Shirt,4,10941,15,37199.4,PhonePe,2023-04-30,2023-05-06,Returned,delhi,Delhi,
ORD00878,CUST52256,Sports,Nivia Basketball,4,2792,0,11168,Wallet,30-04-2023,2023-06-05,Not Returned,Bangalore,Karnataka,573474
ORD00879,CUST21437,Mobiles,iQOO Neo 7,4,126673,30,354684.4,PhonePe,30/04/2023,2023-09-05,Not Returned,jaipur,Rajasthan,711607
ORD00880,CUST74308,Books,Sapiens - Yuval Noah,5,1129,,5645,CREDIT CARD,2023-05-01,2023-05-12,Returned,Pune,Maharashtra,513853
ORD00881,CUST67187,Home & Kitchen,Asian Paints Royale,2,21264,5,40401.6,COD,2023-05-01,2023-05-12,Not Returned,Ahmedabad,Gujarat,286662
ORD00882,CUST65261,Grocery,MDH Garam Masala 100g,2,1420,30,1988,PhonePe,2023-01-05,2023-06-05,Refunded,Hyderabad,Telangana,261609
ORD00883,CUST75411,Toys,Hasbro Jenga,5,6057,,28770.75,GPay,2023-05-01,2023-03-05,Returned,Mumbai,Maharashtra,651366
ORD00884,CUST24797,Electronics,Mi Smart Band 7,1,36440,0,36440,UPI,2023-05-01,2023-05-13,,Jaipur,Rajasthan,539058
ORD00885,CUST59261,Electronics,OnePlus Nord CE 3,4,40183,5,152695.4,Net Banking,2023-05-01,2023-05-07,Not Returned,jaipur,Rajasthan,
ORD00886,CUST10411,Books,Atomic Habits - James Clear,4,637,30,1783.6,CREDIT CARD,2023-01-05,2023-03-05,Not Returned,Delhi,Delhi,125161
ORD00887,CUST26454,Home & Kitchen,Wipro LED Bulb 9W,1,14247,20,11397.6,GPay,2023-01-05,2023-05-05,Not Returned,KOLKATA,West Bengal,605061
ORD00888,CUST95647,Beauty,Himalaya Face Wash,3,2882,10,7781.4,upi,2023-05-02,2023-05-09,Not Returned,Delhi,Delhi,
ORD00889,CUST10717,Electronics,Canon EOS 1500D Camera,3,128183,20,307639.2,upi,2023-05-02,2023-05-04,Returned,Pune,Maharashtra,
ORD00890,CUST97396,Beauty,Maybelline Fit Me Concealer,2,1734,15,2947.8,Paytm,2023-05-02,13-05-2023,Not Returned,Chennai,Tamil Nadu,
ORD00891,CUST86016,Grocery,Fortune Sunflower Oil 5L,5,884,5,4199,PhonePe,2023-02-05,16/05/2023,,CHENNAI,Tamil Nadu,482670
ORD00892,CUST87402,Books,Zero to One,2,492,5,934.8,COD,2023-05-02,2023-05-06,Not Returned,Bangalore,Karnataka,544672
ORD00893,CUST33197,Home & Kitchen,Milton Thermosteel Flask,3,17641,30,37046.1,Debit Card,2023-05-02,2023-05-10,NOT RETURNED,kolkata,West Bengal,364753
ORD00894,CUST59870,Home & Kitchen,Pigeon Non-Stick Tawa,1,5407,15,4595.95,Paytm,2023-02-05,2023-05-05,Refunded,lucknow,Uttar Pradesh,420604
ORD00895,CUST50504,Furniture,Durian 3 Seater Sofa,2,61581,30,86213.4,CREDIT CARD,2023-03-05,2023-10-05,NOT RETURNED,Lucknow,Uttar Pradesh,369584
ORD00896,CUST34119,Toys,Nerf Elite Blaster,4,2316,10,8337.6,upi,2023-05-03,2023-05-11,Refunded,KOLKATA,West Bengal,618545
ORD00897,CUST67769,Mobiles,Nothing Phone 2,4,105222,0,420888,Net Banking,2023-05-03,2023-05-16,Returned,Ahmedabad,Gujarat,486995
ORD00898,CUST25889,Mobiles,Vivo V27,1,95663,20,76530.4,COD,2023-03-05,16-05-2023,Not Returned,Ahmedabad,Gujarat,179883
ORD00899,CUST66394,Sports,Strauss Dumbbells 5kg,3,5537,10,14949.9,upi,2023-03-05,2023-06-05,,CHENNAI,Tamil Nadu,462900
ORD00900,CUST94245,Fashion,Nike Air Max 270,4,9398,0,37592,CREDIT CARD,2023-05-03,2023-05-15,Returned,Hyderabad,Telangana,261881
ORD00901,CUST37117,Books,Deep Work - Cal Newport,4,320,0,1280,UPI,2023-05-03,2023-05-15,Not Returned,Delhi,Delhi,474913
ORD00902,CUST29202,Grocery,Haldiram Bhujia 400g,5,1882,,8939.5,UPI,2023-04-05,2023-10-05,Not Returned,delhi,Delhi,250403
ORD00903,CUST57036,Home & Kitchen,Prestige Pressure Cooker 5L,2,18075,15,30727.5,CREDIT CARD,2023-04-05,15/05/2023,Not Returned,Bangalore,Karnataka,261165
ORD00904,CUST92455,Toys,Barbie Dreamhouse,3,2960,25,6660,UPI,2023-05-04,2023-05-17,Not Returned,DELHI,Delhi,657422
ORD00905,CUST41866,Beauty,mCaffeine Coffee Scrub,2,2559,5,4862.1,CREDIT CARD,2023-05-04,2023-05-15,Not Returned,Delhi,Delhi,761988
ORD00906,CUST20526,Books,Atomic Habits - James Clear,3,1207,30,2534.7,Debit Card,2023-04-05,2023-06-05,Refunded,kolkata,West Bengal,192058
ORD00907,CUST68488,Sports,Prokyde Skipping Rope,4,4769,25,14307,GPay,2023-04-05,2023-08-05,Returned,chennai,Tamil Nadu,
ORD00908,CUST62642,Books,Think and Grow Rich,5,300,15,1275,CREDIT CARD,2023-05-04,2023-05-06,Not Returned,Jaipur,Rajasthan,158143
ORD00909,CUST26312,Sports,Decathlon Yoga Mat,2,5299,5,10068.1,COD,2023-05-04,2023-05-17,Not Returned,Mumbai,Maharashtra,
ORD00910,CUST95067,Home & Kitchen,Bajaj Mixer Grinder 750W,4,2058,20,6585.6,GPay,2023-05-05,2023-09-05,,ahmedabad,Gujarat,504275
ORD00911,CUST43673,Fashion,Nike Air Max 270,3,12234,5,34866.9,PhonePe,2023-05-05,2023-10-05,Refunded,CHENNAI,Tamil Nadu,
ORD00912,CUST12131,Sports,Vector X Sports Shoes,2,6866,20,10985.6,Paytm,2023-05-05,2023-05-18,NOT RETURNED,Mumbai,Maharashtra,261734
ORD00913,CUST21115,Home & Kitchen,Wipro LED Bulb 9W,2,2265,25,3397.5,upi,2023-05-05,2023-05-18,Not Returned,Mumbai,Maharashtra,136593
ORD00914,CUST52807,Home & Kitchen,Wipro LED Bulb 9W,4,14591,,52527.6,upi,2023-05-05,2023-11-05,Not Returned,Mumbai,Maharashtra,
ORD00915,CUST51266,Fashion,Levi's 511 Slim Jeans,2,14940,,26892,PhonePe,2023-05-05,2023-10-05,Not Returned,DELHI,Delhi,513953
ORD00916,CUST96352,Mobiles,iQOO Neo 7,5,91940,25,344775,CREDIT CARD,2023-05-05,2023-05-10,Not Returned,kolkata,West Bengal,590550
ORD00917,CUST81527,Books,Ikigai,5,1969,25,7383.75,CREDIT CARD,2023-05-06,2023-05-16,NOT RETURNED,Jaipur,Rajasthan,427139
ORD00918,CUST42124,Electronics,Samsung Galaxy S23,4,36346,5,138114.8,COD,2023-05-06,16-05-2023,Not Returned,Mumbai,Maharashtra,392432
ORD00919,CUST84244,Electronics,HP Pavilion Laptop 15,3,86196,10,232729.2,Paytm,2023-06-05,16/05/2023,Returned,kolkata,West Bengal,510441
ORD00920,CUST26484,Beauty,Maybelline Fit Me Concealer,4,1531,0,6124,Debit Card,2023-05-06,2023-05-18,,Mumbai,Maharashtra,601421
ORD00921,CUST16060,Beauty,Himalaya Face Wash,5,2086,20,8344,GPay,2023-05-06,2023-05-12,Not Returned,Bangalore,Karnataka,375196
ORD00922,CUST44915,Electronics,Realme Narzo 50,1,54167,25,40625.25,COD,2023-06-05,18-05-2023,Not Returned,Bangalore,Karnataka,530742
ORD00923,CUST56511,Grocery,Bournvita 1kg,1,660,30,462,CREDIT CARD,2023-06-05,20/05/2023,Not Returned,pune,Maharashtra,
ORD00924,CUST72571,Electronics,Mi Smart Band 7,2,72143,15,122643.1,COD,2023-05-07,2023-05-13,,CHENNAI,Tamil Nadu,151383
ORD00925,CUST21021,Beauty,Garnier Vitamin C Serum,2,812,20,1299.2,COD,2023-05-07,2023-05-10,Not Returned,kolkata,West Bengal,392502
ORD00926,CUST20100,Toys,Milton Kids Lunch Box,1,3687,,3502.65,UPI,2023-07-05,14-05-2023,Not Returned,hyderabad,Telangana,
ORD00927,CUST10027,Beauty,L'Oreal Elvive Shampoo,5,1379,10,6205.5,COD,2023-07-05,2023-10-05,Not Returned,Bangalore,Karnataka,469153
ORD00928,CUST64004,Grocery,Fortune Sunflower Oil 5L,2,494,10,889.2,Net Banking,2023-05-07,2023-05-18,Not Returned,hyderabad,Telangana,583562
ORD00929,CUST78872,Books,Deep Work - Cal Newport,4,1288,0,5152,Paytm,2023-05-07,2023-05-21,Not Returned,Delhi,Delhi,440054
ORD00930,CUST28746,Electronics,Apple MacBook Air M2,4,20748,10,74692.8,COD,2023-07-05,13-05-2023,Not Returned,pune,Maharashtra,794620
ORD00931,CUST14133,Fashion,Van Heusen Polo T-Shirt,5,3860,5,18335,CREDIT CARD,2023-07-05,19/05/2023,,Hyderabad,Telangana,660806
ORD00932,CUST95596,Toys,Nerf Elite Blaster,2,6675,5,12682.5,UPI,2023-05-08,2023-05-07,NOT RETURNED,Hyderabad,Telangana,775422
ORD00933,CUST21416,Home & Kitchen,Godrej Aer Freshener,4,21934,,74575.6,CREDIT CARD,2023-05-08,2023-05-21,Not Returned,New Delhi,Delhi,574141
ORD00934,CUST45143,Grocery,Amul Butter 500g,2,177,20,283.2,UPI,2023-08-05,21-05-2023,Not Returned,Delhi,Delhi,
ORD00935,CUST10047,Beauty,WOW Skin Science Shampoo,2,700,30,980,UPI,2023-08-05,14/05/2023,Not Returned,CHENNAI,Tamil Nadu,325658
ORD00936,CUST49826,Fashion,Peter England Chinos,4,5969,20,19100.8,CREDIT CARD,2023-05-08,2023-05-13,Refunded,Bombay,Maharashtra,551056
ORD00937,CUST87441,Sports,Strauss Dumbbells 5kg,1,4211,20,3368.8,COD,2023-05-08,2023-05-14,Not Returned,delhi,Delhi,424890
ORD00938,CUST83733,Mobiles,Realme GT Neo 5,4,55266,30,154744.8,PhonePe,2023-08-05,16-05-2023,,ahmedabad,Gujarat,187595
ORD00939,CUST48301,Electronics,Samsung Galaxy S23,5,72309,15,307313.25,UPI,2023-05-09,20/05/2023,,Bombay,Maharashtra,145598
ORD00940,CUST74572,Mobiles,Nothing Phone 2,3,66215,15,168848.25,Wallet,2023-05-09,2023-05-23,Returned,Mumbai,Maharashtra,195257
ORD00941,CUST84497,Grocery,Tata Salt 1kg,4,1110,15,3774,Wallet,2023-05-09,2023-05-12,Returned,lucknow,Uttar Pradesh,750218
ORD00942,CUST83138,Sports,Decathlon Yoga Mat,2,5176,0,10352,PhonePe,2023-09-05,2023-11-05,Not Returned,lucknow,Uttar Pradesh,447257
ORD00943,CUST76898,Sports,Cosco Cricket Bat,2,8609,15,14635.3,COD,2023-09-05,14/05/2023,Not Returned,delhi,Delhi,785107
ORD00944,CUST87556,Sports,Vector X Sports Shoes,4,1003,10,3610.8,Debit Card,2023-05-09,2023-05-17,Not Returned,KOLKATA,West Bengal,763993
ORD00945,CUST10007,Home & Kitchen,Pigeon Non-Stick Tawa,3,24173,25,54389.25,GPay,2023-05-09,2023-05-11,Not Returned,KOLKATA,West Bengal,495130
ORD00946,CUST80408,Grocery,Parle-G Biscuits 800g,4,1655,0,6620,CREDIT CARD,2023-05-10,15-05-2023,Not Returned,DELHI,Delhi,754729
ORD00947,CUST28916,Books,The Alchemist,3,1370,30,2877,COD,2023-10-05,17/05/2023,Refunded,Ahmedabad,Gujarat,
ORD00948,CUST56479,Mobiles,iQOO Neo 7,3,18306,10,49426.2,COD,2023-05-10,2023-05-17,Not Returned,Pune,Maharashtra,160974
ORD00949,CUST31259,Books,The Alchemist,5,384,30,1344,COD,2023-05-10,2023-05-12,Not Returned,Bangalore,Karnataka,413389
ORD00950,CUST42472,Fashion,Zara Blazer Black,2,5226,20,8361.6,GPay,2023-10-05,18-05-2023,Not Returned,Delhi,Delhi,438276
ORD00951,CUST69256,Furniture,Durian 3 Seater Sofa,2,4100,5,7790,GPay,2023-10-05,16/05/2023,Not Returned,KOLKATA,West Bengal,645364
ORD00952,CUST23706,Toys,Hasbro Jenga,3,2863,,6871.2,PhonePe,2023-05-10,2023-05-17,Not Returned,Bangalore,Karnataka,
ORD00953,CUST28769,Toys,Hot Wheels 20 Car Pack,2,5548,15,9431.6,CREDIT CARD,2023-05-10,2023-05-12,Not Returned,Mumbai,Maharashtra,
ORD00954,CUST78002,Books,Sapiens - Yuval Noah,1,1394,5,1324.3,PhonePe,2023-11-05,19-05-2023,Not Returned,Ahmedabad,Gujarat,772016
ORD00955,CUST15329,Furniture,Urban Ladder Bookshelf,3,50740,20,121776,PhonePe,2023-11-05,16/05/2023,Not Returned,Lucknow,Uttar Pradesh,137654
ORD00956,CUST42106,Furniture,Pepperfry Coffee Table,2,12233,0,24466,COD,2023-05-11,2023-05-15,Not Returned,CHENNAI,Tamil Nadu,156263
ORD00957,CUST70381,Electronics,Realme Narzo 50,1,68226,15,57992.1,Wallet,2023-05-11,2023-05-24,Refunded,chennai,Tamil Nadu,331736
ORD00958,CUST60346,Fashion,Peter England Chinos,5,4309,20,17236,CREDIT CARD,2023-11-05,23-05-2023,NOT RETURNED,Chennai,Tamil Nadu,427081
ORD00959,CUST59252,Grocery,Nestle Maggi 12 Pack,2,1942,,3689.8,CREDIT CARD,2023-11-05,25/05/2023,Not Returned,Jaipur,Rajasthan,400180
ORD00960,CUST77997,Furniture,Hometown Wardrobe 3 Door,1,74066,10,66659.4,PhonePe,2023-05-11,2023-05-16,Not Returned,Chennai,Tamil Nadu,319660
ORD00961,CUST10322,Beauty,Garnier Vitamin C Serum,4,1534,20,4908.8,Net Banking,2023-05-12,2023-05-22,NOT RETURNED,Mumbai,Maharashtra,663977
ORD00962,CUST71468,Toys,LEGO Classic Brick Box,4,5257,,21028,COD,2023-12-05,18-05-2023,Refunded,kolkata,West Bengal,190345
ORD00963,CUST34216,Beauty,Nivea Body Lotion,1,982,5,932.9,CREDIT CARD,2023-12-05,25/05/2023,Not Returned,hyderabad,Telangana,
ORD00964,CUST62801,Fashion,FabIndia Cotton Saree,3,4760,20,11424,Paytm,2023-05-12,2023-05-18,Not Returned,delhi,Delhi,361810
ORD00965,CUST14846,Furniture,Nilkamal Easy Chair,3,49828,10,134535.6,Wallet,2023-05-12,2023-05-21,Not Returned,Bangalore,Karnataka,743945
ORD00966,CUST97675,Mobiles,Vivo V27,2,20911,,35548.7,GPay,2023-12-05,20-05-2023,Not Returned,pune,Maharashtra,654278
ORD00967,CUST79871,Toys,Funskool Monopoly,4,4773,15,16228.2,Debit Card,2023-05-12,16/05/2023,Not Returned,Mumbai,Maharashtra,234216
ORD00968,CUST23360,Electronics,Sony 65 inch 4K TV,3,26246,30,55116.6,UPI,2023-05-13,2023-05-27,Not Returned,Mumbai,Maharashtra,290920
ORD00969,CUST40745,Electronics,Mi Smart Band 7,3,39512,,100755.6,GPay,2023-05-13,2023-05-15,Not Returned,ahmedabad,Gujarat,357707
ORD00970,CUST59990,Sports,Nivia Basketball,4,10097,25,30291,upi,13-05-2023,26-05-2023,Not Returned,delhi,Delhi,632330
ORD00971,CUST63117,Home & Kitchen,Hawkins Cooker 3L,5,4842,5,22999.5,PhonePe,13/05/2023,25/05/2023,Not Returned,Mumbai,Maharashtra,649024
ORD00972,CUST70624,Furniture,Wakefit Orthopaedic Mattress,3,71783,30,150744.3,CREDIT CARD,2023-05-13,2023-05-27,Returned,Pune,Maharashtra,240664
ORD00973,CUST33576,Fashion,H&M Floral Kurti,1,9215,30,6450.5,CREDIT CARD,2023-05-13,2023-05-16,Not Returned,delhi,Delhi,
ORD00974,CUST59796,Toys,Chhota Bheem Puzzle,2,3014,30,4219.6,CREDIT CARD,2023-05-13,17-05-2023,Not Returned,Pune,Maharashtra,609822
ORD00975,CUST85956,Home & Kitchen,Bajaj Mixer Grinder 750W,3,20350,25,45787.5,Paytm,13/05/2023,25/05/2023,,Chennai,Tamil Nadu,364744
ORD00976,CUST76132,Fashion,H&M Floral Kurti,3,5754,,12083.4,Debit Card,2023-05-14,2023-05-16,Refunded,Ahmedabad,Gujarat,
ORD00977,CUST81925,Books,Think and Grow Rich,5,1049,10,4720.5,Wallet,2023-05-14,2023-05-16,Not Returned,pune,Maharashtra,145408
ORD00978,CUST61962,Furniture,Godrej Interio Study Table,1,43089,10,38780.1,Debit Card,14-05-2023,23-05-2023,Not Returned,delhi,Delhi,397707
ORD00979,CUST80072,Grocery,Nestle Maggi 12 Pack,2,1176,20,1881.6,GPay,14/05/2023,28/05/2023,Not Returned,Kolkata,West Bengal,156300
ORD00980,CUST98689,Grocery,Fortune Sunflower Oil 5L,3,1791,15,4567.05,Paytm,2023-05-14,2023-05-23,NOT RETURNED,Lucknow,Uttar Pradesh,736476
ORD00981,CUST92387,Furniture,Durian 3 Seater Sofa,2,60594,5,115128.6,Wallet,2023-05-14,2023-05-17,Not Returned,Mumbai,Maharashtra,359486
ORD00982,CUST19156,Sports,Nivia Football Size 5,4,6299,25,18897,COD,14-05-2023,23-05-2023,Refunded,Delhi,Delhi,527865
ORD00983,CUST52597,Sports,Decathlon Yoga Mat,3,4497,25,10118.25,upi,15/05/2023,27/05/2023,Not Returned,jaipur,Rajasthan,590110
ORD00984,CUST61938,Grocery,Aashirvaad Atta 10kg,3,943,15,2404.65,Net Banking,2023-05-15,2023-05-29,Not Returned,Chennai,Tamil Nadu,456829
ORD00985,CUST94728,Mobiles,Motorola Edge 40,4,75345,25,226035,Net Banking,2023-05-15,2023-05-18,Not Returned,ahmedabad,Gujarat,736582
ORD00986,CUST64941,Toys,Barbie Dreamhouse,5,4394,15,18674.5,upi,15-05-2023,29-05-2023,Not Returned,Jaipur,Rajasthan,416910
ORD00987,CUST42979,Grocery,Parle-G Biscuits 800g,3,1925,20,4620,GPay,15/05/2023,27/05/2023,Not Returned,Bangalore,Karnataka,533584
ORD00988,CUST90931,Mobiles,iPhone 14 128GB,2,79041,20,126465.6,Debit Card,2023-05-15,2023-05-21,Not Returned,pune,Maharashtra,286243
ORD00989,CUST70655,Home & Kitchen,Pigeon Non-Stick Tawa,1,23765,20,19012,CREDIT CARD,2023-05-15,2023-05-17,Not Returned,CHENNAI,Tamil Nadu,609737
ORD00990,CUST33915,Mobiles,Vivo V27,2,78793,0,157586,upi,16-05-2023,26-05-2023,Not Returned,Mumbai,Maharashtra,132705
ORD00991,CUST67774,Home & Kitchen,Philips Air Fryer HD9200,5,15305,0,76525,COD,16/05/2023,21/05/2023,Not Returned,New Delhi,Delhi,
ORD00992,CUST13258,Fashion,Peter England Chinos,1,10385,25,7788.75,COD,2023-05-16,2023-05-27,Not Returned,Bangalore,Karnataka,410252
ORD00993,CUST92179,Beauty,WOW Skin Science Shampoo,2,247,,469.3,Net Banking,2023-05-16,2023-05-28,Not Returned,jaipur,Rajasthan,528819
ORD00994,CUST44522,Fashion,Zara Blazer Black,2,8682,5,16495.8,Debit Card,16-05-2023,19-05-2023,Refunded,CHENNAI,Tamil Nadu,343276
ORD00995,CUST53357,Grocery,Saffola Gold Oil 2L,4,1726,20,5523.2,CREDIT CARD,2023-05-16,18/05/2023,,Bangalore,Karnataka,138987
ORD00996,CUST72146,Home & Kitchen,Philips Air Fryer HD9200,5,13912,,62604,GPay,2023-05-16,2023-05-23,Returned,CHENNAI,Tamil Nadu,
ORD00997,CUST75581,Grocery,Bournvita 1kg,4,1236,5,4696.8,COD,2023-05-16,2023-05-28,Not Returned,ahmedabad,Gujarat,215142
ORD00998,CUST34538,Furniture,Wakefit Orthopaedic Mattress,1,70325,25,52743.75,CREDIT CARD,17-05-2023,26-05-2023,Not Returned,Kolkata,West Bengal,255959
ORD00999,CUST44723,Toys,Hasbro Jenga,4,6575,30,18410,GPay,17/05/2023,22/05/2023,,jaipur,Rajasthan,395849
ORD01000,CUST12274,Electronics,Apple MacBook Air M2,5,28940,0,144700,Debit Card,2023-05-17,2023-05-19,NOT RETURNED,Mumbai,Maharashtra,271855
ORD01001,CUST17735,Grocery,Haldiram Bhujia 400g,3,1138,30,2389.8,CREDIT CARD,2023-05-17,2023-05-19,Not Returned,delhi,Delhi,615531
ORD01002,CUST11739,Toys,LEGO Classic Brick Box,3,1946,30,4086.6,COD,2023-05-17,24-05-2023,Not Returned,Mumbai,Maharashtra,486991
ORD01003,CUST97586,Mobiles,Realme GT Neo 5,1,20128,25,15096,Paytm,17/05/2023,20/05/2023,Not Returned,kolkata,West Bengal,464865
ORD01004,CUST90849,Fashion,Adidas Ultraboost 22,3,14856,25,33426,COD,2023-05-17,2023-05-23,,delhi,Delhi,112029
ORD01005,CUST23549,Mobiles,Redmi Note 12 Pro,4,109243,0,436972,COD,2023-05-18,2023-05-21,,Hyderabad,Telangana,526444
ORD01006,CUST88948,Electronics,HP Pavilion Laptop 15,1,32740,15,27829,UPI,18-05-2023,28-05-2023,Returned,Bangalore,Karnataka,290989
ORD01007,CUST41510,Home & Kitchen,Wipro LED Bulb 9W,5,22252,30,77882,UPI,18/05/2023,21/05/2023,,Bangalore,Karnataka,333722
ORD01008,CUST92253,Furniture,Pepperfry Coffee Table,1,74561,20,59648.8,GPay,2023-05-18,2023-05-24,Refunded,chennai,Tamil Nadu,215442
ORD01009,CUST77066,Toys,Hot Wheels 20 Car Pack,1,6263,30,4384.1,upi,2023-05-18,2023-05-23,Refunded,Bangalore,Karnataka,
ORD01010,CUST10555,Furniture,Nilkamal Easy Chair,2,66365,25,99547.5,CREDIT CARD,18-05-2023,30-05-2023,Not Returned,pune,Maharashtra,793867
ORD01011,CUST36624,Beauty,Biotique Bio Cleanser,2,1511,10,2719.8,Wallet,18/05/2023,20/05/2023,,Chennai,Tamil Nadu,584967
ORD01012,CUST30417,Grocery,Amul Butter 500g,1,1234,20,987.2,CREDIT CARD,2023-05-19,2023-05-30,Not Returned,Lucknow,Uttar Pradesh,118973
ORD01013,CUST93083,Home & Kitchen,Bajaj Mixer Grinder 750W,3,17082,,35872.2,GPay,2023-05-19,2023-05-29,Returned,Jaipur,Rajasthan,422090
ORD01014,CUST81564,Beauty,Biotique Bio Cleanser,2,716,,1432,Net Banking,19-05-2023,23-05-2023,Not Returned,Jaipur,Rajasthan,524699
